keyword,counts,label
먹,4373,8
곱창,3395,8
맛있,2469,8
맛,2169,8
있,2040,8
좋,1712,8
하,1371,8
집,1326,8
같,1191,8
없,1034,8
대창,911,8
많,885,8
막창,836,8
볶음밥,811,8
양,763,8
곳,730,8
방문,694,8
국물,686,8
가,643,8
정도,623,8
주문,610,8
때,550,8
곱창전골,549,8
맛집,538,8
고기,532,8
생각,523,8
밥,521,8
가격,515,8
인분,512,8
되,512,8
나오,476,8
메뉴,461,8
순대,460,8
곱,457,8
웨이팅,440,8
양념,432,8
전골,409,8
사람,397,8
느낌,367,8
들,357,8
괜찮,345,8
추천,325,8
깔끔,309,8
넣,295,8
음식,285,8
가게,282,8
고소,276,8
유명,273,8
술,271,8
시간,269,8
말,267,8
보,264,8
분위기,263,8
냄새,260,8
모듬,259,8
식당,258,8
기름,256,8
나,254,8
친절,249,8
소스,248,8
내장,248,8
느끼,247,8
점,245,8
추가,245,8
구이,237,8
친구,231,8
잡,230,8
김치,230,8
알,227,8
국수,225,8
야채,224,8
기본,221,8
대국,221,8
사장,218,8
서비스,215,8
전,207,8
테이블,206,8
소주,203,8
적,200,8
주,200,8
다음,198,8
안,198,8
곰탕,194,8
들어가,192,8
기대,191,8
자리,190,8
찍,190,8
부추,188,8
염통,186,8
식감,183,8
부산,183,8
처음,182,8
근처,182,8
국밥,179,8
인,177,8
저녁,176,8
창,176,8
찾,171,8
간,171,8
개인,171,8
식사,169,8
만족,169,8
모르,169,8
오,167,8
시키,166,8
최고,165,8
날,163,8
소곱,161,8
직원,159,8
입,158,8
신선,158,8
배,156,8
맵,154,8
손,153,8
남,149,8
앞,148,8
면,147,8
돼지,145,8
마늘,144,8
점심,142,8
육수,140,8
받,136,8
쫄깃,135,8
자체,135,8
우설,135,8
이상,134,8
사리,134,8
떡볶이,134,8
가능,133,8
위치,131,8
후,131,8
속,128,8
길,128,8
볶,127,8
리뷰,127,8
시원,124,8
매콤,124,8
서울,123,8
반찬,121,8
자극,120,8
포장,119,8
사진,117,8
대기,114,8
맞,113,8
드,113,8
치즈,110,8
낙,109,8
크,108,8
굽,107,8
한우,107,8
부위,106,8
재료,106,8
의사,105,8
안주,104,8
그렇,103,8
장,103,8
향,103,8
위,103,8
세트,103,8
푸짐,102,8
스타일,102,8
저렴,101,8
기다리,99,8
반,98,8
줄,98,8
우동,97,8
해장국,97,8
양파,96,8
비싸,96,8
부드럽,95,8
일,94,8
아쉽,94,8
달,94,8
씹,93,8
고추,93,8
담백,93,8
인기,93,8
가루,93,8
당면,93,8
파,92,8
익,92,8
좋아하,91,8
성비,89,8
계란,89,8
기억,88,8
마지막,87,8
기분,87,8
예전,87,8
인생,86,8
골목,86,8
보이,86,8
