keyword,counts,label
먹,7397,7
맛,4476,7
맛있,3900,7
있,3898,7
좋,3046,7
국물,2716,7
하,2663,7
집,2385,7
같,2115,7
없,1912,7
고기,1906,7
방문,1425,7
많,1381,7
곳,1295,7
밥,1229,7
국밥,1157,7
주문,1154,7
생각,1089,7
정도,1054,7
때,1015,7
순대,967,7
메뉴,952,7
가,949,7
되,931,7
음식,912,7
느낌,887,7
김치,877,7
맛집,871,7
수육,845,7
양,836,7
넣,827,7
곰탕,814,7
깔끔,813,7
나오,780,7
해장국,769,7
들,764,7
사람,735,7
식당,689,7
가격,681,7
웨이팅,648,7
말,635,7
보,631,7
만두,626,7
칼국수,620,7
시간,594,7
추천,568,7
육수,545,7
전골,540,7
설렁탕,538,7
가게,534,7
괜찮,524,7
대국,522,7
알,487,7
유명,484,7
추가,468,7
간,458,7
술,452,7
들어가,440,7
맑,440,7
볶음밥,438,7
식사,426,7
뼈,418,7
다음,404,7
시원,404,7
선지,404,7
순두부,393,7
점심,391,7
감자탕,391,7
점,385,7
반찬,385,7
고소,382,7
자리,379,7
찾,373,7
주,371,7
전,366,7
서울,364,7
곱창,363,7
오,359,7
테이블,355,7
담백,355,7
두부,355,7
양념,353,7
분위기,351,7
손,347,7
기대,344,7
처음,343,7
식감,341,7
그릇,341,7
속,336,7
근처,336,7
안,332,7
나,331,7
친구,326,7
입,320,7
잡,318,7
냄새,315,7
기본,311,7
자극,311,7
친절,308,7
면,307,7
부드럽,307,7
찜,303,7
부대찌개,299,7
받,298,7
향,298,7
소스,295,7
갈비,293,7
닭,293,7
날,289,7
개인,288,7
남,286,7
깍두기,285,7
맵,282,7
깊,282,7
모르,281,7
후,279,7
배,279,7
물,278,7
포장,276,7
가능,272,7
재료,272,7
살,272,7
사장,270,7
인,268,7
저녁,267,7
최고,267,7
리뷰,262,7
소주,262,7
느끼,260,7
내장,260,7
국,258,7
길,255,7
적,255,7
노포,253,7
앞,251,7
만족,248,7
곱창전골,247,7
위치,246,7
맞,246,7
탕,245,7
스타일,244,7
찍,244,7
인분,243,7
시키,243,7
낙지,238,7
돼지,234,7
사리,233,7
크,230,7
소고기,230,7
반,229,7
기분,228,7
부추,226,7
파,225,7
푸짐,224,7
이상,223,7
서비스,221,7
야채,221,7
얼큰,221,7
자체,212,7
해장,212,7
샤브샤브,210,7
버섯,210,7
육개장,210,7
보이,208,7
보통,207,7
삼계탕,207,7
오징어,206,7
대기,204,7
돼지국밥,201,7
입맛,199,7
고추,198,7
매콤,197,7
주차,195,7
국수,195,7
매력,194,7
아침,193,7
꼬리,193,7
한우,192,7
짜,191,7
간장,190,7
감칠맛,189,7
일,189,7
요리,189,7
그렇,188,7
줄,188,7
짬뽕,187,7
일반,186,7
양고기,183,7
동네,181,7
필요,179,7
마늘,179,7
아쉽,178,7
기억,176,7
구이,176,7
직원,175,7
의사,175,7
위,174,7
이유,173,7
앉,173,7
취향,172,7
다르,171,7
두국,169,7
피순대,166,7
사진,166,7
드,165,7
예전,165,7
신선,164,7
궁금,164,7
튀김,164,7
마지막,163,7
된장,161,7
칼칼,160,7
쫄깃,160,7
소,160,7
마라,160,7
좋아하,158,7
달,158,7
부위,154,7
손님,154,7
진하,154,7
공기,153,7
훌륭,152,7
뚝배기,152,7
사골,151,7
동관,151,7
라면,150,7
작,150,7
기다리,149,7
만두전골,148,7
마음,147,7
만들,147,7
건더기,147,7
부분,146,7
든든,146,7
특유,146,7
이름,145,7
생각나,145,7
망,144,7
쓰,144,7
특별,144,7
모듬,144,7
시작,143,7
평,143,7
다양,142,7
끝,142,7
시장,142,7
무침,140,7
평범,139,7
리필,138,7
밑반찬,138,7
옆,137,7
이번,137,7
적당,137,7
조합,136,7
높,136,7
우거지,136,7
플,136,7
주말,136,7
사용,136,7
차이,135,7
평일,132,7
옥,131,7
소금,129,7
본점,129,7
비슷,129,7
붙,129,7
부산,129,7
차,129,7
뒤,128,7
마시,128,7
감자,128,7
부족,127,7
비주얼,127,7
넓,126,7
오랜만,126,7
장,125,7
익,123,7
담,123,7
인기,123,7
무난,122,7
정식,121,7
콩국수,121,7
볶음,120,7
최근,120,7
기름,120,7
넘,120,7
가족,119,7
상태,119,7
접시,119,7
새우,119,7
삶,117,7
자국,117,7
베이스,116,7
도가니,116,7
토렴,115,7
살코기,114,7
북어,114,7
특이,113,7
인상,113,7
볶,112,7
섞,111,7
건강,111,7
오픈,110,7
계란,110,7
고사리,110,7
비싸,109,7
몸,109,7
수준,108,7
이북,108,7
비교,107,7
조화,107,7
비,106,7
예약,106,7
안주,106,7
내,106,7
내부,105,7
주변,105,7
도착,105,7
