keyword,counts,label
먹,1206,23
맛있,708,23
맛,649,23
좋,639,23
있,627,23
하,399,23
회,365,23
같,341,23
없,293,23
방어,268,23
집,260,23
밥,256,23
곳,240,23
주문,219,23
메뉴,217,23
방문,205,23
정도,195,23
많,193,23
가,191,23
물회,191,23
가격,189,23
때,177,23
생선,177,23
생각,165,23
숙성,161,23
나오,159,23
맛집,156,23
매운탕,155,23
괜찮,147,23
되,145,23
추천,132,23
식당,132,23
음식,129,23
양,129,23
초밥,122,23
횟집,118,23
분위기,112,23
느낌,110,23
솥,110,23
식감,104,23
소바,102,23
보,99,23
우동,99,23
깔끔,97,23
연어,95,23
서비스,91,23
광어,91,23
구성,90,23
국물,90,23
모듬,90,23
말,89,23
들,87,23
사람,86,23
인,85,23
백반,84,23
구이,83,23
술,80,23
자리,80,23
신선,80,23
주,80,23
고등어,78,23
살,78,23
만족,78,23
웨이팅,77,23
유명,76,23
새우,71,23
기대,70,23
요리,70,23
시간,70,23
알,70,23
반찬,70,23
친절,69,23
전,69,23
스,69,23
전복,67,23
제주,67,23
최고,65,23
수산,65,23
입,64,23
고소,64,23
튀김,63,23
받,62,23
식사,62,23
세트,62,23
부산,62,23
예약,61,23
청어,61,23
오뎅,61,23
시키,60,23
리뷰,60,23
코스,60,23
다양,59,23
추가,59,23
점,58,23
찾,58,23
탕,58,23
오징어,57,23
배,56,23
날,56,23
해산물,56,23
오,55,23
다음,55,23
적,55,23
쫄깃,55,23
나,54,23
친구,54,23
사시미,54,23
도미,52,23
간장,52,23
테이블,52,23
처음,52,23
남,52,23
참치,52,23
면,52,23
사장,52,23
롤,52,23
넣,51,23
가게,51,23
밑반찬,50,23
성비,49,23
시장,49,23
우니,49,23
포장,49,23
후,48,23
부위,48,23
참돔,47,23
맞,46,23
이상,45,23
자체,45,23
기억,45,23
기본,45,23
개인,44,23
푸짐,44,23
근처,44,23
성게,44,23
소주,43,23
모르,43,23
재료,43,23
어회,42,23
느끼,42,23
시,42,23
향,42,23
간,42,23
위치,42,23
가성,42,23
썰,41,23
소스,41,23
안,41,23
양념,41,23
민어,41,23
사진,40,23
속,40,23
두툼,40,23
기분,40,23
호무,40,23
잡,39,23
방어회,39,23
계절,39,23
겨울,38,23
들어가,38,23
시원,38,23
서울,37,23
크,37,23
손,37,23
높,36,23
반,36,23
쓰,36,23
마지막,36,23
길,35,23
꽁치,35,23
갈치,35,23
녹,34,23
씹,34,23
활어,34,23
앞,34,23
지리,34,23
싱싱,34,23
카세,34,23
비싸,33,23
감칠맛,33,23
층,33,23
키,33,23
가능,33,23
달,33,23
동네,33,23
우,33,23
비리,33,23
전체,33,23
노량진,33,23
회도,33,23
퀄리티,32,23
플,32,23
수,32,23
돈,32,23
국수,32,23
제철,32,23
고등,31,23
바다,31,23
일반,31,23
저녁,31,23
부드럽,30,23
안주,30,23
종류,30,23
고기,30,23
그렇,30,23
조림,30,23
작,30,23
도다리,30,23
미역국,30,23
무난,29,23
인기,29,23
특별,29,23
해물,29,23
전반,29,23
이름,29,23
이번,29,23
보이,29,23
장어,29,23
라면,29,23
예전,28,23
차,28,23
담,28,23
찍,28,23
김,28,23
와사비,28,23
일,28,23
여행,28,23
배달,28,23
인분,28,23
아쉽,28,23
기름,28,23
마무리,27,23
침,27,23
무침,27,23
제주도,27,23
조합,27,23
대비,26,23
다르,26,23
인상,26,23
끝,26,23
담백,26,23
비,26,23
멍게,26,23
회로,26,23
오랜만,26,23
김밥,26,23
차돌박이,26,23
고급,25,23
직원,25,23
뒤,25,23
호텔,25,23
나쁘,25,23
부분,25,23
회무,25,23
제육볶음,25,23
망,24,23
아,24,23
가격대,24,23
참고,24,23
초장,24,23
실망,24,23
갈치조림,24,23
밖,24,23
노포,24,23
수준,24,23
해운대,24,23
버터,24,23
호야,24,23
생각나,23,23
일본,23,23
저렴,23,23
샐러드,23,23
공간,23,23
전복죽,23,23
가족,23,23
고동,23,23
대회,23,23
장점,22,23
좋아하,22,23
위,22,23
쫀득,22,23
회국,22,23
김치,22,23
스타일,22,23
시작,22,23
보통,22,23
철,22,23
묵,22,23
수육,22,23
강릉,22,23
이자카야,21,23
넘,21,23
특유,21,23
그릇,21,23
내,21,23
야채,21,23
모둠,21,23
입맛,21,23
취향,21,23
상태,21,23
적당,21,23
감동,21,23
소,21,23
부족,21,23
기다리,21,23
이유,21,23
굿,21,23
정식,21,23
일식,20,23
드,20,23
찜,20,23
인테리어,20,23
치,20,23
내장,20,23
된장,20,23
사,20,23
얇,20,23
즐기,20,23
회의,20,23
비슷,20,23
통찜,20,23
멸치,20,23
머리,19,23
넓,19,23
미,19,23
샤리,19,23
포아,19,23
찌,19,23
신기,19,23
포함,19,23
회덮밥,19,23
가시,19,23
물,19,23
두껍,19,23
