keyword,counts,label
먹,3412,12
순대,2366,12
맛,2064,12
맛있,2048,12
있,1960,12
좋,1530,12
하,1416,12
집,1365,12
대국,1140,12
같,1095,12
국물,1094,12
없,1057,12
국밥,1055,12
떡볶이,1013,12
많,787,12
고기,748,12
곳,728,12
방문,681,12
주문,605,12
때,572,12
가,560,12
정도,548,12
튀김,495,12
맛집,476,12
되,454,12
생각,442,12
메뉴,425,12
느낌,421,12
밥,412,12
양,389,12
사람,377,12
나오,364,12
가게,353,12
깔끔,353,12
들,351,12
추천,332,12
음식,332,12
넣,321,12
말,314,12
보,312,12
곱창,306,12
시간,303,12
술,301,12
가격,298,12
오징어,295,12
막걸리,287,12
웨이팅,285,12
유명,284,12
돼지,276,12
괜찮,273,12
식당,265,12
내장,252,12
잡,252,12
족발,249,12
부산,244,12
냄새,243,12
피순대,237,12
포장,234,12
돼지국밥,234,12
들어가,233,12
양념,230,12
간,229,12
나,221,12
전,220,12
김치,219,12
주,219,12
찾,213,12
오,212,12
식감,205,12
사장,204,12
분위기,203,12
점,203,12
막창,203,12
안주,201,12
수육,199,12
소스,197,12
알,195,12
떡,194,12
물회,191,12
모듬,188,12
근처,182,12
안,180,12
앞,176,12
친절,175,12
친구,172,12
입,167,12
기본,166,12
자리,164,12
테이블,164,12
받,162,12
맵,162,12
소주,161,12
식사,160,12
고소,159,12
푸짐,156,12
시장,155,12
순댓국,153,12
다음,153,12
손,152,12
맑,150,12
모르,150,12
동네,149,12
최고,147,12
시원,147,12
서울,147,12
인분,146,12
국수,146,12
김밥,145,12
그릇,144,12
쫄깃,142,12
서비스,141,12
추가,141,12
기대,141,12
국,140,12
찍,139,12
속,139,12
개인,138,12
가능,137,12
깍두기,136,12
배,136,12
날,135,12
매콤,133,12
위치,133,12
맞,133,12
담백,132,12
점심,132,12
시키,132,12
처음,132,12
리뷰,130,12
다양,130,12
향,126,12
줄,126,12
야채,126,12
스타일,124,12
만족,122,12
남,120,12
정식,116,12
자체,116,12
느끼,115,12
크,115,12
골목,113,12
오뎅,113,12
매력,112,12
이상,112,12
보통,112,12
예전,110,12
부드럽,108,12
저녁,107,12
육수,106,12
반찬,106,12
보이,106,12
다대기,106,12
입맛,105,12
새우젓,105,12
깊,104,12
조합,104,12
들깨,103,12
속초,103,12
대기,102,12
좋아하,102,12
자극,101,12
길,101,12
취향,100,12
주차,100,12
넓,99,12
기억,99,12
순,98,12
