keyword,counts,label
먹,3627,16
맛,2398,16
쌀국수,2375,16
맛있,2339,16
있,1887,16
좋,1750,16
하,1265,16
같,1202,16
베트남,884,16
메뉴,880,16
음식,868,16
없,779,16
국물,718,16
많,718,16
태국,642,16
주문,640,16
소스,635,16
방문,634,16
고기,629,16
느낌,605,16
팟타이,573,16
면,570,16
곳,552,16
집,521,16
가,502,16
양,499,16
생각,495,16
커리,489,16
볶음밥,474,16
괜찮,469,16
때,468,16
정도,466,16
가격,427,16
팟,426,16
밥,408,16
맛집,401,16
되,370,16
들,355,16
고수,349,16
식당,341,16
추천,334,16
새우,322,16
음식점,314,16
분위기,306,16
사람,299,16
넣,296,16
향,293,16
현지,285,16
소고기,279,16
보,276,16
가게,271,16
깔끔,268,16
반미,267,16
나오,262,16
퐁,252,16
국수,247,16
웨이팅,238,16
나,232,16
식사,230,16
조,230,16
친절,218,16
반,217,16
요리,212,16
쌈,212,16
무난,206,16
튀김,205,16
근처,205,16
찾,205,16
만족,203,16
테이블,200,16
말,199,16
시간,199,16
기대,197,16
짜,196,16
육수,192,16
다음,192,16
월남,189,16
주,188,16
추가,187,16
점심,185,16
오,183,16
매콤,182,16
야채,180,16
재료,179,16
똠얌,177,16
쌀,173,16
한국,169,16
점,169,16
볶음,167,16
향신료,165,16
개인,164,16
모르,164,16
식감,162,16
간,160,16
돼지고기,159,16
사장,156,16
타이,156,16
친구,155,16
안,154,16
맞,152,16
들어가,151,16
입맛,147,16
알,144,16
입,143,16
남,141,16
찍,139,16
적,139,16
직원,136,16
위치,135,16
기본,135,16
느끼,135,16
처음,134,16
자리,134,16
인테리어,130,16
가능,127,16
국수집,127,16
파인애플,127,16
양지,126,16
속,124,16
숙주,124,16
다양,123,16
전,120,16
앞,119,16
기분,119,16
받,119,16
동남아,117,16
달,117,16
사진,116,16
고추,114,16
최고,113,16
비슷,113,16
맘,112,16
인,112,16
리뷰,112,16
날,111,16
시키,111,16
전체,110,16
푸짐,109,16
쎄오,107,16
깊,106,16
땀,105,16
취향,105,16
길,104,16
이상,104,16
계란,104,16
세트,104,16
손,102,16
크,102,16
쏘,101,16
의사,100,16
덮밥,100,16
후,100,16
얇,100,16
스프링,100,16
유명,99,16
갈비,99,16
저렴,99,16
저녁,98,16
샐러드,98,16
적당,98,16
드,97,16
볶,97,16
부드럽,97,16
일반,97,16
평범,97,16
고소,95,16
작,94,16
기억,94,16
푸,94,16
냄새,93,16
아쉽,93,16
서비스,92,16
자극,92,16
보이,92,16
맵,92,16
배,91,16
그릇,91,16
선택,90,16
내부,88,16
진하,88,16
물,88,16
매장,87,16
돈,87,16
쏨,86,16
스타일,86,16
촙,86,16
채소,85,16
이름,85,16
특이,85,16
커피,85,16
새콤,84,16
자체,84,16
그렇,84,16
일,84,16
동네,84,16
담백,82,16
코코넛,81,16
소이,81,16
포,80,16
나쁘,79,16
빵,79,16
살,78,16
예전,78,16
매력,78,16
넓,77,16
강하,76,16
