keyword,counts,label
먹,1768,17
쌀국수,1582,17
맛있,1117,17
맛,1073,17
있,914,17
좋,777,17
베트남,626,17
하,613,17
같,546,17
고기,414,17
많,408,17
없,398,17
국물,392,17
메뉴,361,17
음식,330,17
소스,326,17
주문,298,17
볶음밥,294,17
집,292,17
곳,289,17
방문,277,17
양,276,17
쌈,274,17
가,256,17
월남,250,17
면,244,17
때,243,17
정도,234,17
느낌,227,17
괜찮,225,17
가격,214,17
반미,201,17
맛집,197,17
조,193,17
고수,191,17
생각,189,17
되,184,17
추천,159,17
소고기,156,17
반,155,17
야채,154,17
사람,153,17
식당,151,17
들,144,17
넣,144,17
깔끔,132,17
나오,131,17
음식점,128,17
짜,127,17
현지,127,17
보,124,17
밥,123,17
쌀,123,17
분위기,119,17
가게,116,17
웨이팅,112,17
국수집,111,17
재료,110,17
향,110,17
무난,108,17
나,108,17
오,106,17
육수,102,17
팟타이,102,17
식사,101,17
찾,100,17
점심,100,17
주,99,17
친절,99,17
근처,98,17
쎄오,96,17
양지,96,17
국수,96,17
말,95,17
시간,95,17
새우,91,17
볶음,91,17
돼지고기,90,17
기본,87,17
만족,83,17
파인애플,83,17
기대,81,17
한국,81,17
들어가,80,17
다음,79,17
분보,78,17
친구,77,17
매콤,76,17
스프링,76,17
추가,75,17
맘,74,17
포,74,17
하노이,73,17
테이블,73,17
인,72,17
점,71,17
사장,71,17
모르,70,17
남,70,17
전,69,17
채소,69,17
직원,68,17
숙주,67,17
개인,67,17
푸짐,67,17
맞,67,17
알,67,17
식감,66,17
다양,66,17
사진,64,17
쏘,64,17
요리,63,17
깊,62,17
찍,62,17
손,62,17
세트,62,17
안,61,17
받,61,17
입맛,60,17
커피,60,17
속,59,17
인테리어,59,17
진하,57,17
날,57,17
평범,57,17
리뷰,56,17
향신료,56,17
처음,55,17
후,55,17
시키,55,17
고추,55,17
입,54,17
앞,54,17
신선,53,17
물,53,17
간,53,17
튀김,52,17
위치,52,17
일반,52,17
비슷,52,17
반세,51,17
최고,51,17
자리,51,17
느끼,50,17
적,50,17
이상,50,17
달,50,17
기분,49,17
가능,49,17
배,49,17
기억,48,17
맵,48,17
덮밥,48,17
유명,47,17
드,47,17
담백,47,17
해장,47,17
크,47,17
저렴,47,17
넓,46,17
그렇,46,17
빵,46,17
동네,45,17
의사,45,17
자체,45,17
아침,45,17
길,44,17
라이스페이퍼,44,17
시원,44,17
동남아,44,17
보이,44,17
종류,44,17
아쉽,43,17
사이공,43,17
넴,43,17
계란,42,17
실망,42,17
무한리필,42,17
매력,41,17
나쁘,41,17
예전,41,17
작,41,17
특별,41,17
그릇,41,17
얼큰,41,17
다르,41,17
바게트,41,17
싸,40,17
전체,40,17
선택,40,17
매장,39,17
피쉬,39,17
얇,39,17
내부,39,17
냄새,39,17
생각나,39,17
랭,39,17
층,38,17
양파,38,17
감칠맛,38,17
스타일,38,17
서비스,38,17
주차,38,17
샤브샤브,38,17
특이,37,17
좋아하,37,17
샐러드,37,17
일,37,17
땅콩,37,17
해물,37,17
커리,37,17
고소,36,17
적당,36,17
차돌,36,17
리필,36,17
해산물,36,17
따뜻,35,17
상큼,35,17
옆,35,17
취향,35,17
게살,35,17
자극,34,17
차,34,17
쓰,34,17
만들,34,17
분,33,17
이름,33,17
성비,33,17
맑,33,17
손님,33,17
이번,32,17
메뉴판,32,17
양념,32,17
생면,32,17
넘,32,17
부족,32,17
레몬,32,17
머이,31,17
서빙,31,17
저녁,31,17
인기,31,17
굿,31,17
주변,31,17
부드럽,31,17
롤,31,17
가성,31,17
부분,30,17
사이드,30,17
리틀,30,17
주말,30,17
강하,30,17
비,30,17
포장,30,17
오랜만,30,17
살,30,17
샌드위치,30,17
훌륭,30,17
플,29,17
가족,29,17
넉넉,29,17
볶,29,17
파,28,17
미,28,17
담,28,17
돼지,28,17
체인점,28,17
비빔,28,17
팟,28,17
사이,27,17
겉,27,17
위,27,17
줄,27,17
힘들,27,17
안심,27,17
배달,27,17
마늘,27,17
차이,27,17
사이즈,27,17
조화,27,17
짜도,26,17
평점,26,17
느억,26,17
요청,26,17
술,26,17
대비,26,17
잡,26,17
조합,26,17
높,26,17
운영,26,17
인상,25,17
서울,25,17
평,25,17
이유,25,17
한국인,25,17
닭,25,17
비싸,25,17
싫,25,17
기름,25,17
전반,25,17
남보,25,17
돈,25,17
호불호,25,17
쉽,24,17
망,24,17
필요,24,17
마음,24,17
건강,24,17
프랜차이즈,24,17
맥주,24,17
아,24,17
대신,24,17
고민,24,17
특유,24,17
새콤,24,17
강추,23,17
혼,23,17
새콤달콤,23,17
예약,23,17
최애,23,17
거리,23,17
토마토,23,17
뜨,23,17
을지로,23,17
최근,23,17
평일,23,17
태국,23,17
공심채,23,17
지점,23,17
비빔국수,23,17
맛없,23,17
칠리소스,22,17
보통,22,17
대기,22,17
주방,22,17
익숙,22,17
문,22,17
상태,22,17
수준,22,17
마시,22,17
앉,21,17
붙,21,17
여자,21,17
빼,21,17
비교,21,17
퀄리티,21,17
요즘,21,17
프리미엄,21,17
도전,20,17
씹,20,17
당근,20,17
위생,20,17
기준,20,17
구성,20,17
그러,20,17
경우,19,17
기다리,19,17
공간,19,17
땀,19,17
맛보,19,17
여행,19,17
배부르,19,17
시큼,19,17
지금,19,17
제공,19,17
오픈,19,17
낮,19,17
닭고기,19,17
마을,19,17
당황,18,17
날씨,18,17
인생,18,17
불향,18,17
절임,18,17
파파,18,17
밖,18,17
나중,18,17
얼마,18,17
타이,18,17
경험,18,17
치,18,17
이국,18,17
메인,18,17
타임,18,17
코코넛,18,17
퐁,18,17
찜,18,17
치킨,18,17
쎄,17,17
특징,17,17
풍성,17,17
접시,17,17
얹,17,17
걱정,17,17
평타,17,17
예상,17,17
눈,17,17
사용,17,17
단맛,17,17
대부분,17,17
지인,17,17
꾸,17,17
완자,17,17
죽,17,17
궁금,17,17
중간,17,17
장점,17,17
갈비,17,17
맛나,17,17
서래,17,17
내,16,17
이야기,16,17
