title,genre,nation,running_time,release_date,director,actor,grade,summary,poster
n번째 이별중,"코미디, 멜로/로맨스",미국,104분,2020 .04.01 개봉,앤드류 볼러,"에이사 버터필드(스틸먼), 소피 터너(데비), 스카일러 거손도(에반)",12세 관람가,"여자친구 ‘데비’에게 대차게 차여 충격받은 물리학 천재 ‘스틸먼’.
 사랑하는 그녀의 마음을 되돌리고 싶은 그는 두뇌를 풀가동,
 가장 후회되는 순간으로 돌아갈 수 있는 타임머신 어플을 개발하고 마는데...
 
 안되면 될 때까지! 지우고 싶은 연애 흑역사는 바로 Ctrl+Z!
 과연, ‘스틸먼’은 타임머신 어플로 완벽한 연애에 성공할 수 있을까?",https://movie-phinf.pstatic.net/20200409_56/1586421474145EFc31_JPEG/movie_image.jpg?type=m203_290_2
O.J. 심슨 사건 파일,"범죄, 스릴러",미국,85분,2020 .08.05 개봉,다니엘 파랜즈,"미나 수바리(니콜 브라운 심슨), 닉 스탈(글렌)",청소년 관람불가,"미식축구 스타 O.J. 심슨과 이혼한 니콜 심슨은 홀로 두 아이를 키우며 씩씩하게 살아가지만
 집착적이고 폭력적인 성향의 전 남편 O.J 심슨은 이혼 후에도 그녀의 삶을 맴돌며 목숨을 위협한다.
 불안과 긴장 속에서 하루하루를 살아가던 니콜은 우연히 이웃집을 페인트칠 해준 남자 글렌을 알게 되어 자신의 집 리모델링을 마무리하기 위해 그를 고용하고,
 친절하고 남자다운 모습에 끌려 그와 함께 하룻밤을 보내게 된다.
 그러나 그날 밤, 무언가에 홀린 듯 이상한 행동을 하는 그를 보게 된 니콜은 위험을 느끼고 겨우 도망쳐 목숨을 구한다.
 그러나 안도감도 잠시, 그날 밤 이후로 글렌은 계속해서 니콜의 주변을 맴돌며 그녀를 쫓기 시작하는데...
 결국 자신의 집에서 잔혹하게 살해된 시체로 발견된 니콜.
 니콜을 죽인 진범은 과연 누구인가?",https://movie-phinf.pstatic.net/20200805_199/1596593245396HezaS_JPEG/movie_image.jpg?type=m203_290_2
#살아있다,드라마,한국,98분,2020 .06.24 개봉,조일형,"유아인(오준우), 박신혜(김유빈)",15세 관람가,"원인불명 증세의 사람들의 공격에 통제 불능에 빠진 도시.
 영문도 모른 채 잠에서 깬 ‘준우’(유아인)는 아무도 없는 집에 혼자 고립된 것을 알게 된다.
 데이터, 와이파이, 문자, 전화 모든 것이 끊긴 채 고립된 상황.
 연락이 두절된 가족에 이어 최소한의 식량마저 바닥이 나자 더 이상 버티기 힘들어진 ‘준우’.
 하지만 그 순간 건너편 아파트에서 누군가 시그널을 보내온다.
 또 다른 생존자 ‘유빈’(박신혜)이 아직 살아있음을 알게 된 ‘준우’는
 함께 살아남기 위한 방법을 찾아 나서는데...!
 
 꼭 살아남아야 한다",https://movie-phinf.pstatic.net/20200624_189/1592965781317Puv47_JPEG/movie_image.jpg?type=m203_290_2
가나의 혼인잔치: 언약,"다큐멘터리, 드라마",미국,73분,2020 .11.26 개봉,브렌트 밀러 주니어,"션 알다란, 잭 힙스, 젬마 리주토",전체 관람가,"우리는 소망을 잃어버렸다.
 예수의 언약을 잊어버렸다.
 
 하지만 최근 연구를 통해
 숨겨둔 언약의 비밀이 드러나게 되는데…
 예수는 무엇을 약속하셨는가!
 
 역사를 통해 드러난 충격적인 비밀이
 우리의 영성을 두드린다.
 
 가장 안전하고 정확하게 언약 속 비밀을 맞이하라!",https://movie-phinf.pstatic.net/20201023_21/1603421248315A8uvj_JPEG/movie_image.jpg?type=m203_290_2
가을의 마티네,멜로/로맨스,일본,124분,2020 .12.31 개봉,니시타니 히로시,"후쿠야마 마사하루(마키노), 이시다 유리코(요코)",12세 관람가,"천재 기타리스트 마키노는 공연을 찾아온 저널리스트 요코에게 첫눈에 반한다.
 마키노는 자신의 감정을 적극적으로 표현하지만 현실의 어려움에 부딪힌 요코는 파리로 돌아간다.
 서로를 그리워하던 마키노와 요코는 파리에서 재회해 마음을 확인하고
 마침내 함께 할 것을 약속한다. 하지만 약속의 그날 마키노가 나타나지 않는데…",https://movie-phinf.pstatic.net/20201222_53/16086273202565Ujxw_JPEG/movie_image.jpg?type=m203_290_2
강철비2: 정상회담,"드라마, 액션",한국,142분,2020 .07.29 개봉,양우석,"정우성(한 대통령), 곽도원(호위총국장), 유연석(북 위원장)",15세 관람가,"북미 평화협정 체결을 위한 대한민국 대통령(정우성), 북한의 최고지도자인 위원장(유연석)과 미국 대통령(앵거스 맥페이든)간의 남북미 정상회담이 북한 원산에서 열린다. 북미 사이 좀처럼 이견이 좁혀지지 않는 가운데, 핵무기 포기와 평화체제 수립에 반발하는 북 호위총국장(곽도원)의 쿠데타가 발생하고, 납치된 세 정상은 북한 핵잠수함에 인질로 갇힌다. 그리고, 좁디 좁은 함장실 안, 예기치 못한 진정한 정상회담이 벌어지게 되는데…
 
 동북아시아의 운명이 핵잠수함에 갇혔다!
 과연, 남북미 세 지도자는 전쟁 위기를 막을 수 있을 것인가?",https://movie-phinf.pstatic.net/20200703_48/1593739617223iuD2b_JPEG/movie_image.jpg?type=m203_290_2
개 같은 것들,"드라마, 스릴러, 미스터리, 범죄, 가족",한국,99분,2020 .12.17 개봉,최종학,"지대한(종구), 설지윤(수진), 김승현(영태)",청소년 관람불가,"하루가 멀다 하고 술에 취해
 딸 ‘시아’를 때리기 일쑤인 남자 ‘종구’
 그가 사는 마을에서 아동 성폭행 범죄가 연쇄적으로 벌어진다.
 
 그러던 어느 날 ‘시아’가 실종되었다가 다시 찾았지만
 더 이상 접근조차 하지 못하게 하는 딸의 태도에
 자신이 용의자라는 소문과 의심이 퍼져 나간다.
 
 인생 밑바닥에 떨어진 ‘종구’는
 딸을 향한 뒤늦은 후회를 하는데…",https://movie-phinf.pstatic.net/20201204_188/1607053731427JW1fh_JPEG/movie_image.jpg?type=m203_290_2
개세영웅,액션,중국,83분,2020 .12.17 개봉,류훙즈,"선준, 하람두",15세 관람가,"바야흐로 무림 전성시대.
 빛을 가르는 천하제일의 검 ‘분광검’을 지닌 검성 ‘공손순’은
 과거의 기억을 지우기 위해 모든 것을 다 잊을 수 있다는 술 ‘취생몽사’를 찾아 떠난다.
 여정을 달래며 길에 오른 ‘공손순’은
 우연히 싸움에 휘말린 도화곡의 고수 ‘진월아’와 만나게 되고
 그녀와 함께 여행을 가던 도중 충격적인 비밀과 마주하게 되는데…",https://movie-phinf.pstatic.net/20201207_253/1607325563947xtbFc_JPEG/movie_image.jpg?type=m203_290_2
개인교습,멜로/로맨스,프랑스,95분,2020 .03.02 개봉,아놀드 드 파스카우,"하리 산티카, 도르카스 카핀",청소년 관람불가,부잣집 프랑스 아가씨 마고에게 첫눈에 반한 발리의 가난한 어부 에카는 그녀에게 피아노 개인교습을 부탁한다. 건반을 스치던 두 사람의 손은 어느새 서로를 탐하기 시작하고 두 사람의 뜨겁고 은밀한 관계는 점점 더 걷잡을 수 없는 욕망에 빠져든다.,https://movie-phinf.pstatic.net/20200226_62/1582699107928XMoea_JPEG/movie_image.jpg?type=m203_290_2
갱,액션,한국,94분,2020 .01.16 개봉,조바른,"차지혁(지훈), 조선기(대호), 옥윤중(용식)",15세 관람가,"교도소를 개조해 만든 국내 최악의 고등학교 ‘대훈고’
 그리고 그 곳에 온 강제전학생 최지훈.
 그의 목표는 단 하나, 이곳에서 ‘짱’이 되는 것!
 하지만 현실은 그리 만만치 않다.
 종소리가 울리면 매점 대신 지하실로 몰려가는 학생들.
 그 곳에는 매일 비밀리에 그들만의 배틀이 시작되고 있었는데…
 선생은 물론 학생들까지 싸움에 미쳐있는 곳.
 우승하는 자만이 ‘짱‘이 될 수 있는 곳.
 여기는 학교인가? 아니, 파이트 클럽이다!",https://movie-phinf.pstatic.net/20191115_141/1573783514983tbTRQ_JPEG/movie_image.jpg?type=m203_290_2
건즈 아킴보,액션,영국,97분,2020 .04.15 개봉,제이슨 레이 하우덴,"다니엘 래드클리프(마일즈), 사마라 위빙(닉스), 네드 데네히(릭터)",청소년 관람불가,"낮엔 평범한 직장인, 밤엔 키보드 워리어 ‘마일즈’
 손가락 한번 잘못 놀렸다가 살인 미션을 받아버렸다?!
 
 레알 목숨을 걸고 싸우는 신개념 게임 ‘스키즘’
 자고 일어나니 양손에는 권총이 박히고 게임에 강제 접속이 되어버리면서
 전 세계인들의 관람이 시작된다.
 
 설상가상 그의 상대는 오억전오억승을 자랑하는
 이 구역의 미친X 킬링 플레이어 ‘닉스’
 
 “파리도 못 죽이는 내가 저 여자를 어떻게 죽여!”
 “그럼 네가 죽을래?”
 
 누구 하나 죽을 때까지 끝나지 않는 이 지독한 게임
 과연 ‘마일즈’는 살아남을 수 있을까..?
 
 모두를 압도할 SO CRAZ~Y 익스트림 킬링배틀이 시작된다!",https://movie-phinf.pstatic.net/20200323_116/1584946210650Y9VhL_JPEG/movie_image.jpg?type=m203_290_2
걸즈 앤 판처 제 63회 전차도 전국 고교생 대회,애니메이션,일본,122분,2020 .04.09 개봉,미즈시마 츠토무,"후치가미 마이(니시즈미 미호), 카야노 아이(타케베 사오리), 오자키 마미(이스즈 하나)",12세 관람가,여성의 소양 중 하나로 손꼽히며 전통적인 무예의 교양 활동인 전차도로 유명한 니시즈미 집안의 ‘미호’는 전차도가 없는 오아라이 여학원으로 전학을 왔지만 성과 없는 학교를 없앤다는 교육부의 방침 때문에 폐교를 막으려 오합지졸 소녀들을 이끌고 전차도 전국대회에 참가한다. 그리고 우승을 못하면 학교가 폐교된다는 사실을 경기 중에 알게 되고 모두 힘을 모아 드디어 최종 결승전에 진출하게 되는데..,https://movie-phinf.pstatic.net/20200330_55/1585549695404JjgkE_JPEG/movie_image.jpg?type=m203_290_2
걸즈 앤 판처 최종장,애니메이션,일본,100분,2020 .03.12 개봉,미즈시마 츠토무,"후치가미 마이, 카야노 아이, 오자키 마미",12세 관람가,"대학 선발팀과의 시합에서 우승하며 오아라이 여고를 폐교 위기에서 구해낸 미호와 전차도 팀원들은 3학년 선배 모모의 유급 소식을 듣는다. 스포츠 특기생 전형으로 모모의 대학 진학을 돕기로 하고, 20년 만에 부활한 동계 대회 우승을 목표로 다시 한번 의기투합하는 오아라이 여고 전차도 팀. 모모를 대장으로 무한궤도배 토너먼트전에 출전하지만, 첫 경기부터 강호 BC자유 고교를 만나 예상치 못한 위기에 빠지게 되는데…",https://movie-phinf.pstatic.net/20200303_117/1583211717198mOdwj_JPEG/movie_image.jpg?type=m203_290_2
걸즈 앤 판처 최종장 제1화,"애니메이션, 드라마",일본,48분,2020 .01.08 개봉,미즈시마 츠토무,"후치가미 마이, 카야노 아이, 이구치 유카",12세 관람가,"대학 선발팀과의 시합에서 우승하며 오아라이 여고를 폐교 위기에서 구해낸 미호와 전차도 팀원들은 3학년 선배 모모의 유급 소식을 듣는다.
 스포츠 특기생 전형으로 모모의 대학 진학을 돕기로 하고, 20년 만에 부활한 동계 대회 우승을 목표로 다시 한번 의기투합하는 오아라이 여고 전차도 팀.
 모모를 대장으로 무한궤도배 토너먼트전에 출전하지만, 첫 경기부터 강호 BC자유 고교를 만나 예상치 못한 위기에 빠지게 되는데…",https://movie-phinf.pstatic.net/20191231_269/1577754595959CvHRF_JPEG/movie_image.jpg?type=m203_290_2
걸즈 앤 판처 최종장 제2화,"애니메이션, 드라마",일본,55분,2020 .01.08 개봉,미즈시마 츠토무,"후치가미 마이, 카야노 아이, 오자키 마미",12세 관람가,"대학 선발팀과의 시합에서 우승하며 오아라이 여고를 폐교 위기에서 구해낸 미호와 전차도 팀원들은 3학년 선배 모모의 유급 소식을 듣는다.
 스포츠 특기생 전형으로 모모의 대학 진학을 돕기로 하고, 20년 만에 부활한 동계 대회 우승을 목표로 다시 한번 의기투합하는 오아라이 여고 전차도 팀.
 모모를 대장으로 무한궤도배 토너먼트전에 출전하지만, 첫 경기부터 강호 BC자유 고교를 만나 예상치 못한 위기에 빠지게 되는데…",https://movie-phinf.pstatic.net/20191231_249/1577754668531NsRjh_JPEG/movie_image.jpg?type=m203_290_2
걸후드,드라마,프랑스,113분,2020 .11.12 개봉,셀린 시아마,"카리자 투레(마리엠), 아사 실라(레이디), 마리투 투레(필리)",12세 관람가,"홀로 생계를 이끄는 엄마를 대신해 두 동생을 보살피고,
 가부장적이고 폭력적인 오빠의 눈치를 보며 하루하루 버텨내는
 '마리엠'은 파리 외곽에 살고 있는 16세 소녀다.
 집과 학교 그 어디에서도 자신의 목소리를 내지 못하던 그는
 자유로운 영혼의 세 친구 ‘레이디’, ‘아디아투’, ‘필리’를 만나
 ‘빅’이라는 이름을 얻고 차츰 변화해 나가는데…
 
 마침내, 현실을 딛고 진짜 원하는 나를 찾아 나선 '마리엠'의 찬란한 이야기가 시작된다!",https://movie-phinf.pstatic.net/20201008_45/1602139397734Nxj6a_JPEG/movie_image.jpg?type=m203_290_2
검객,액션,한국,100분,2020 .09.23 개봉,최재훈,"장혁(태율), 김현수(태옥), 조 타슬림(구루타이)",15세 관람가,"광해군 폐위 후, 스스로 자취를 감춘 조선 최고의 검객 ‘태율’(장혁).
 한편, 조선을 사이에 둔 청과 명의 대립으로 혼란은 극에 달하고,
 청나라 황족 ‘구루타이’(조 타슬림)는 무리한 요구를 해대며 조선을 핍박한다.
 
 백성들의 고통이 날로 더해가던 중, ‘구루타이’의 수하들에 의해 태율의 딸이 공녀로 잡혀가고 만다. 세상을 등진 채 조용히 살고자 했던 조선 최고의 검객 ‘태율’은 딸을 구하기 위한 자비 없는 검을 휘두르기 시작하는데...",https://movie-phinf.pstatic.net/20200923_268/1600823900967BHEbW_JPEG/movie_image.jpg?type=m203_290_2
검은 사제들: 지옥의 문,공포,미국,88분,2020 .11.02 개봉,돈 E. 폰트르로이,"토빈 벨, 랜디 셸리",15세 관람가,"쌍둥이 남매인 스티븐과 미셸은 6년 전에 아버지가 실종되면서 힘든 시간을 보낸다.
 미셸은 신앙심으로 과거를 이겨냈지만, 여전히 방황 중인 스티븐은 가족들을 걱정시키고 학교에서 따돌림까지 당한다.
 그러던 중 외할아버지인 조지프가 교회에서 부제 서품을 받게 되면서, 이들에게 기이한 사고들이 발생하는데...",https://movie-phinf.pstatic.net/20200918_203/1600391950200Lpa8b_JPEG/movie_image.jpg?type=m203_290_2
겟 아웃 얼라이브,"액션, 공포, 범죄",영국,86분,2020 .08.13 개봉,맷 루트릿지,"로스 오헤네시(브래드), 자라 피티안(케이틀린)",청소년 관람불가,"전장에서의 트라우마로 인해 퇴역한 전직 군인 케이틀린은 동료였던 브래드와 함께 사유지에서 불법 거주자를 퇴거하는 집행관으로서 일하고 있다. 어느 날, 아버지 케닝 박사에게 농장을 상속받은 리처드 케닝의 의뢰가 들어온다. 내부 지하를 수색하던 팀원들이 하나 둘씩 사라지고 문까지 잠기자, 탈출할 방법은 비밀 계단이나 지하 통로를 통하는 것뿐. 어둠 속에서 음산한 소리가 점점 가까이 들려오기 시작하고, 이들은 피 냄새가 진동하는 지하 통로에서 목숨을 걸고 탈출해야 하는데….",https://movie-phinf.pstatic.net/20200720_58/1595230670383UhlAA_JPEG/movie_image.jpg?type=m203_290_2
겨울밤에,드라마,한국,91분,2020 .12.10 개봉,장우진,"서영화(은주), 양흥주(흥주)",12세 관람가,"30년 만에 춘천을 찾은 남녀,
 무언가 잃어버린 이들의 잊지 못할
 한겨울밤의 꿈 같은 영화",https://movie-phinf.pstatic.net/20201116_298/1605510504666cKAqL_JPEG/movie_image.jpg?type=m203_290_2
견: 버려진 아이들,"범죄, 스릴러",한국,103분,2020 .10.01 개봉,서하늘,"박재홍(고태성), 도윤(김동윤), 한이진(최규혁)",15세 관람가,"10년 전 서울 도심 한복판에서 10대 소녀가 살해되는 비극적인 사건이 벌어졌다.
 
 해당 사건을 맡은 고태성 형사(박재홍)는 범인의 작은 실마리조차 찾아내지 못하고
 
 결국 미제 사건으로 종결된다. 10년이 지난 어느날 또 다시 여고생이 납치되는 사건이 발생하자
 
 고태성 형사는 본능적으로 범인을 찾아 나서는데..",https://movie-phinf.pstatic.net/20200731_47/1596187302650ema0Q_JPEG/movie_image.jpg?type=m203_290_2
결백,드라마,한국,110분,2020 .06.10 개봉,박상현,"신혜선(정인), 배종옥(화자), 허준호(추시장)",15세 관람가,"유명 로펌의 에이스 변호사 ‘정인(신혜선)’은 아빠의 장례식장에서 농약 막걸리 살인사건이 일어났음을 알게 된다.
 치매에 걸린 엄마 ‘화자(배종옥)’가 용의자로 지목되고,
 그녀의 결백을 주장하기 위해 고향으로 내려가 직접 변호를 맡는다.
 사건을 추적하던 중 시장 ‘추인회(허준호)’를 중심으로 한 마을 사람들의
 조직적 은폐와 거짓 진술 등 수상한 정황을 포착한 ‘정인’.
 그날의 기억을 모두 잃은 ‘화자’의 결백을 입증하기 위해 모든 사람들과 맞서기 시작하는데…!
 
 파헤칠수록 커지는 의혹,
 과연 진실은 무엇인가?",https://movie-phinf.pstatic.net/20200610_45/1591752004615kLWYv_JPEG/movie_image.jpg?type=m203_290_2
고 피쉬!,"애니메이션, 모험",미국,72분,2020 .07.23 개봉,숀 패트릭 오렐리,"원에스더(알리 목소리), 손선영(핑키 목소리), 최정윤(루피 목소리)",전체 관람가,"평화로운 바다 속 산호초 마을.
 어느 날, 알 수 없는 검정 먹물이 마을을 더럽힌다.
 
 마을을 청소하는 꼬마 패럿피쉬 ‘알리’는
 먹물이 바다 끝 전설 속 붉은 괴물의 짓이라 생각해
 척척박사인 복어 ‘파이’, 호기심 가득한 해마 ‘핑키’,
 집순이 곰치 ‘루피’와 함께 특별한 모험을 시작한다.
 
 무시무시한 상어 악당들의 위험이 도사리는 바다 끝!
 그 곳에는 놀라운 세상이 친구들을 기다리고 있었는데…
 
 과연 용감한 ‘알리’와 꼬마 히어로들은
 비밀을 밝히고 바다 마을을 지켜낼 수 있을까?",https://movie-phinf.pstatic.net/20200630_66/1593480470288TESYC_JPEG/movie_image.jpg?type=m203_290_2
고스트 오브 워,"미스터리, 공포, 스릴러",영국,94분,2020 .09.02 개봉,에릭 브레스,"브렌튼 스웨이츠(크리스), 테오 로시(커크), 스카이라 애스틴(유진)",15세 관람가,"제2차 세계 대전 종전을 앞둔 1944년,
 미군 ‘크리스’와 4명의 부대원들은
 나치 점령 프랑스를 지키기 위해
 한때 나치 최고 사령부가 점령했던 한 저택에 도착한다.
 
 황급히 자리를 떠나는 교대 부대를 지켜보던 이들에게
 이내 정체를 알 수 없는 소리와 함께 의문의 사건들이 시작되고,
 두려움에 저택을 떠나려 하지만
 벗어날 수 없음을 직감하며
 결국 저택에 다시 돌아오게 되는데…",https://movie-phinf.pstatic.net/20200821_165/1597998176466dc4sY_JPEG/movie_image.jpg?type=m203_290_2
고양이 집사,다큐멘터리,한국,97분,"2020 .12.03 재개봉, 2020 .05.14 개봉",이희섭,"고양이들, 집사들, 임수정(내레이션)",전체 관람가,"이름 빼고 다 주는 바이올린 가게 아저씨,
 짜장면 대신 고양이 도시락 배달하는 중국집 사장님부터
 급식소 만들어 주는 주민센터 사람들,
 남겨질 고양이들을 걱정하며 밥을 주는 생선가게 할머니,
 급식소를 제작하는 청사포 마을 청년 사업가까지!
 함께 살아갈 수 있다면 모든 것을 털려도 행복한 집사들의 사랑 이야기가 시작된다!",https://movie-phinf.pstatic.net/20201111_31/1605057638792O5gv8_JPEG/movie_image.jpg?type=m203_290_2
고양이와 할아버지,드라마,일본,103분,2020 .04.23 개봉,이와고 미츠아키,타테카와 시노스케(다이키치),전체 관람가,"할머니, 할아버지, 그리고 고양이의 섬에서
 6살 고양이 타마와 단둘이 사는 다이키치 할아버지(타테카와 시노스케).
 어느 날, 죽은 아내가 남긴 미완성 레시피 노트를 발견한다.
 
 이웃들과 함께 이 섬의 하나뿐인 카페 주인 ‘미치코’(시바사키 코우)에게
 새로운 음식을 배우며 자신만의 레시피로 비어있는 페이지를 채워나가는데…
 
 한 사람과 한 마리가 선택한 행복,
 언제까지나 함께할 수 있을까?",https://movie-phinf.pstatic.net/20200326_267/1585197734275IklfD_JPEG/movie_image.jpg?type=m203_290_2
